#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |rands/second|   Seed   |
stdin_input_raw|  1.74e+07  |3334886472|
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
      rgb_lagged_sum|  27|   1000000|     100|0.99991641|   WEAK   
      rgb_lagged_sum|  28|   1000000|     100|0.63322590|  PASSED  
      rgb_lagged_sum|  29|   1000000|     100|0.55577939|  PASSED  
      rgb_lagged_sum|  30|   1000000|     100|0.95030963|  PASSED  
      rgb_lagged_sum|  31|   1000000|     100|0.14489810|  PASSED  
      rgb_lagged_sum|  32|   1000000|     100|0.53788892|  PASSED  
     rgb_kstest_test|   0|     10000|    1000|0.17075005|  PASSED  
     dab_bytedistrib|   0|  51200000|       1|0.43973029|  PASSED  
             dab_dct| 256|     50000|       1|0.79438243|  PASSED  
Preparing to run test 207.  ntuple = 0
        dab_filltree|  32|  15000000|       1|0.22200137|  PASSED  
        dab_filltree|  32|  15000000|       1|0.91879551|  PASSED  
Preparing to run test 208.  ntuple = 0
       dab_filltree2|   0|   5000000|       1|0.30652072|  PASSED  
       dab_filltree2|   1|   5000000|       1|0.16766101|  PASSED  
Preparing to run test 209.  ntuple = 0
        dab_monobit2|  12|  65000000|       1|0.54209594|  PASSED  
